school_name,state,number_of_ratings,facilities,location,happiness,opportunities,clubs,social,safety,food,internet
Cabarrus College of Health Sciences,North Carolina,5.0,3.4,3.8,2.8,2.8,2.0,1.6,4.5,1.2,2.8
Pennsylvania State University - Lehigh Valley,Pennsylvania,32.0,3.4,3.9,3.4,3.1,3.0,2.6,4.8,2.8,4.0
Virginia Wesleyan University,Virginia,60.0,3.1,3.8,3.3,3.4,3.0,3.0,3.6,2.3,2.9
Franklin University,Ohio,72.0,3.3,3.4,3.3,3.1,2.1,2.3,3.3,2.3,3.5
Purdue University - South Bend,Indiana,2.0,3.5,4.5,4.0,4.0,2.0,3.0,5.0,2.5,4.0
Southern California Institute of Architecture,California,10.0,3.1,3.5,2.8,3.2,2.1,2.3,2.9,2.8,3.4
Grace Christian University,Michigan,10.0,3.5,3.4,3.9,3.2,2.8,3.6,3.5,2.8,2.9
DeSales University,Pennsylvania,80.0,3.4,3.1,3.2,3.2,2.9,2.7,4.5,2.6,2.3
Franklin College of Indiana,Indiana,28.0,3.3,3.3,3.5,3.5,3.2,3.1,4.4,2.3,2.6
Church Divinity School of the Pacific,California,1.0,4.0,5.0,4.0,4.0,3.0,5.0,2.0,3.0,2.0
Davis and Elkins College,West Virginia,23.0,2.5,3.2,2.9,2.8,2.9,3.0,2.3,2.4,2.7
Graduate Theological Union,California,2.0,2.5,5.0,3.5,4.5,3.5,4.0,3.5,4.5,2.5
University of Texas of the Permian Basin,Texas,80.0,3.6,3.1,3.4,3.1,2.9,2.9,4.1,3.0,3.7
Center for Advanced Legal Studies,Texas,6.0,2.0,2.7,2.8,2.2,1.0,1.7,2.3,1.0,3.8
Midwestern University,Arizona,11.0,3.0,3.5,2.3,2.6,2.4,2.2,3.4,2.6,2.5
Midwestern University,Illinois,7.0,4.4,4.4,4.1,4.3,4.0,3.4,4.8,3.9,4.4
University of Pikeville,Kentucky,17.0,3.1,3.1,3.8,3.2,2.5,3.2,3.7,2.8,2.8
Cascadia College,Washington,131.0,4.0,4.0,3.7,3.2,3.0,3.0,4.3,3.0,3.4
South Texas College of Law Houston,Texas,33.0,3.0,3.3,3.0,3.1,2.9,3.1,2.5,2.2,3.3
Athens State University,Alabama,55.0,3.5,3.6,3.5,3.1,2.6,2.3,4.5,2.5,3.4
Northeastern Oklahoma A & M College,Oklahoma,17.0,3.5,3.1,3.5,3.3,2.9,2.9,4.2,2.9,2.9
Regent University,Virginia,100.0,4.4,4.3,4.2,4.0,3.4,3.8,4.7,3.3,3.9
Lake Erie College,Ohio,21.0,2.9,3.0,2.8,2.7,2.6,2.7,2.2,2.3,2.6
Southern Arkansas University,Arkansas,52.0,3.5,3.0,3.8,3.3,3.3,3.4,4.3,2.8,3.0
Franklin Pierce University,New Hampshire,34.0,3.4,3.3,3.6,3.5,3.6,3.4,4.2,2.5,3.0
Manhattan School of Music,New York,26.0,2.8,3.5,3.2,3.0,2.3,2.6,4.0,2.1,2.8
Northeast Iowa Community College,Iowa,9.0,3.4,3.3,4.2,3.9,2.3,2.9,5.0,2.8,3.7
University of the Pacific,California,139.0,4.4,2.6,4.1,3.8,3.6,3.6,3.6,3.2,3.8
Robert Morris University,Pennsylvania,14.0,3.1,4.1,3.0,3.1,2.3,2.3,4.3,2.4,2.7
Copper Mountain College,California,36.0,3.5,3.3,3.5,2.9,2.5,2.4,4.1,3.3,3.6
Amberton University,Texas,32.0,3.7,4.2,4.3,3.8,2.7,2.9,4.5,3.0,4.2
Faith Baptist Bible College,Iowa,1.0,3.0,5.0,5.0,4.0,2.0,4.0,3.0,5.0,3.0
Perry Technical Institute,Washington,5.0,2.6,2.4,1.0,3.8,2.2,1.6,3.0,2.0,3.0
University of Wisconsin Oshkosh,Wisconsin,296.0,3.8,3.8,3.9,3.8,3.7,3.7,3.3,3.0,3.5
St. Thomas Aquinas College,New York,44.0,3.7,3.6,3.9,3.5,3.5,3.1,4.5,3.0,3.2
Northwest University,Washington,26.0,3.2,4.3,3.4,3.1,2.6,3.0,4.4,2.3,2.7
West Coast University,California,75.0,3.0,2.9,2.6,3.1,1.7,2.2,2.9,1.8,3.0
Otis College of Art and Design,California,40.0,3.4,2.9,3.3,3.7,2.4,2.4,3.2,2.5,3.8
Estrella Mountain Community College,Arizona,163.0,4.3,4.3,4.1,3.8,3.3,3.4,4.4,3.4,4.2
ECPI University,Virginia,5.0,2.4,4.0,3.4,3.4,1.8,1.8,4.5,2.8,4.0
SUNY Delhi,New York,52.0,3.1,2.8,3.3,3.3,3.5,3.1,3.3,2.5,2.8
Klamath Community College,Oregon,12.0,3.5,2.8,3.3,3.3,3.3,2.9,3.3,2.8,3.3
Massachusetts School of Law,Massachusetts,21.0,3.0,3.8,3.7,3.3,2.5,2.6,4.0,2.3,3.4
Saybrook University,California,2.0,3.0,3.5,3.0,4.0,3.0,3.5,5.0,2.5,3.5
Tiffin University,Ohio,59.0,3.5,2.6,3.4,3.5,3.2,3.1,4.1,2.0,2.8
John Marshall Law School,Illinois,28.0,3.5,4.7,3.4,3.4,3.8,3.3,3.5,2.6,3.9
Western University of Health Sciences,California,8.0,3.4,2.9,4.3,4.1,3.9,3.3,2.7,2.8,3.3
Ohio University - Zanesville,Ohio,13.0,3.7,3.8,4.4,3.1,2.8,2.8,5.0,3.4,4.1
Boise Bible College,Idaho,7.0,3.9,4.7,4.1,4.0,3.6,3.7,2.5,3.7,3.4
Ogeechee Technical College,Georgia,9.0,3.9,3.6,3.1,3.2,2.9,2.7,4.5,2.9,2.8
Touro College,New York,64.0,2.9,3.7,3.2,2.9,1.8,2.3,3.6,2.4,3.1
New Orleans Baptist Theological Seminary,Louisiana,7.0,3.6,4.0,4.3,4.3,2.6,3.6,3.8,3.7,3.3
Florida State University,Florida,37.0,3.6,3.6,3.4,3.1,2.9,3.0,2.7,2.7,3.5
University of Wisconsin- Parkside,Wisconsin,138.0,3.7,3.5,3.4,3.2,3.0,2.7,4.3,3.0,3.3
Cincinnati College of Mortuary Science,Ohio,5.0,3.8,4.0,4.2,3.6,2.8,2.8,3.5,3.0,4.2
Helena College University of Montana,Montana,4.0,3.5,4.5,3.5,2.5,1.5,2.0,4.0,2.5,4.0
Lindsey Wilson College,Kentucky,27.0,3.1,2.5,3.6,2.9,2.8,2.7,3.8,2.7,3.1
Denver Seminary,Colorado,2.0,5.0,3.5,5.0,3.5,3.5,3.0,5.0,5.0,4.5
Ohio University Southern,Ohio,17.0,3.9,4.1,3.5,2.9,1.8,2.3,4.5,2.9,4.2
Missouri State University,Missouri,17.0,3.2,3.1,2.7,2.3,2.6,2.8,3.0,2.7,3.3
Young Harris College,Georgia,68.0,4.1,4.0,4.1,3.5,3.9,3.7,4.3,2.8,3.4
University of Washington,Washington,169.0,3.8,3.7,3.8,3.6,3.0,2.8,4.3,2.6,4.2
Pennsylvania College of Art & Design,Pennsylvania,26.0,2.8,3.9,3.0,2.7,3.0,3.2,3.5,1.6,2.8
Northwestern Oklahoma State University,Oklahoma,25.0,3.7,3.0,3.5,3.5,3.5,3.6,4.4,3.0,3.3
Bay Path University,Massachusetts,54.0,3.6,3.2,3.2,3.2,3.0,2.5,4.4,2.6,3.1
Mercer University,Georgia,11.0,3.1,3.1,3.5,2.8,2.8,2.4,3.2,2.7,3.2
Northwestern Oklahoma State University,Oklahoma,2.0,4.0,4.5,4.5,4.5,4.5,4.5,4.5,2.0,3.5
Hennepin Technical College,Minnesota,12.0,2.8,3.1,2.6,2.3,1.8,1.6,2.8,2.5,3.3
Bloomfield College,New Jersey,28.0,3.0,3.5,2.8,3.0,2.8,2.6,4.0,2.4,2.5
Delta State University,Mississippi,22.0,3.2,2.9,3.4,3.1,2.7,2.8,3.3,2.5,2.9
University of New Mexico - Los Alamos,New Mexico,4.0,3.8,4.5,4.5,2.5,2.0,2.3,4.5,2.0,4.0
University of Mary Hardin-Baylor,Texas,152.0,4.3,3.5,3.9,3.7,3.4,3.5,4.6,2.8,2.9
Mitchell College,Connecticut,25.0,2.4,3.2,3.3,2.5,2.3,2.2,3.8,1.9,2.0
Keuka College,New York,70.0,2.6,2.8,2.4,2.4,2.6,2.3,3.3,1.8,2.3
Dominican University of California,California,54.0,4.1,4.3,4.0,3.9,3.1,3.0,3.8,3.3,3.0
Chowan University,North Carolina,22.0,2.8,1.9,2.5,3.0,2.6,2.3,2.4,2.1,2.6
Delaware Technical Community College,Delaware,15.0,2.9,3.5,3.3,2.5,2.3,2.3,3.5,2.1,3.5
University of Rio Grande,Ohio,16.0,3.3,2.9,3.6,2.8,2.8,2.5,4.6,2.8,4.1
Cornish College of the Arts,Washington,23.0,3.7,3.8,3.7,3.6,2.9,3.3,3.6,3.3,3.5
Rio Grande Community College,Ohio,4.0,3.3,2.3,3.5,3.0,3.5,3.3,4.0,2.5,4.3
Hilbert College,New York,47.0,2.7,3.6,3.3,3.5,2.7,2.7,4.2,2.2,2.7
Patrick Henry College,Virginia,18.0,4.1,4.4,4.3,4.2,3.4,3.6,5.0,3.4,4.1
New England College,New Hampshire,34.0,2.7,2.5,3.0,2.8,3.0,2.8,2.7,2.1,2.5
Cochise College,Arizona,22.0,4.0,4.0,3.5,3.6,3.2,3.0,4.7,3.8,4.0
Chandler-Gilbert Community College,Arizona,218.0,4.0,4.1,4.0,3.6,3.2,3.1,4.4,3.0,3.9
Ozark Christian College,Missouri,11.0,3.7,3.4,4.0,3.6,2.7,3.5,5.0,3.4,2.4
Sullivan University,Kentucky,16.0,3.1,3.2,2.9,3.1,2.5,2.3,5.0,3.9,2.5
University of Advancing Technology,Arizona,21.0,3.9,3.5,3.7,3.9,3.6,3.4,5.0,3.0,3.7
New Jersey City University,New Jersey,145.0,3.4,3.3,3.4,3.3,2.9,2.8,3.3,2.9,3.4
Notre Dame de Namur University,California,38.0,2.9,3.3,3.0,2.8,2.3,2.4,3.9,3.2,2.1
Cambridge College,Massachusetts,16.0,3.3,3.6,4.1,3.1,1.9,2.8,4.4,2.1,3.1
Cumberland University,Tennessee,24.0,3.6,3.9,3.8,3.6,3.5,3.6,3.9,3.2,3.9
Bethany College,West Virginia,19.0,2.9,2.5,3.2,3.1,2.8,2.8,5.0,2.5,2.5
Reinhardt University,Georgia,41.0,4.1,3.2,4.0,3.8,3.3,3.3,4.5,2.5,2.9
Vaughn College of Aeronautics and Technology,New York,39.0,2.4,2.7,2.6,2.9,2.6,2.6,3.7,2.6,2.8
Lake Superior College,Minnesota,54.0,3.9,3.8,3.9,3.4,3.2,2.9,4.0,2.4,3.7
University of Connecticut,Connecticut,59.0,3.5,4.1,3.6,3.5,2.8,2.9,3.8,3.0,3.8
SUNY Upstate Medical University,New York,5.0,4.4,4.2,4.6,4.2,3.4,3.8,3.0,3.2,3.6
Burlington College,Vermont,2.0,2.0,4.0,1.5,2.0,1.0,1.5,4.0,1.0,2.5
City University of Seattle,Washington,7.0,3.7,4.4,4.1,4.0,3.3,3.3,5.0,2.6,3.7
Eureka College,Illinois,20.0,3.4,3.6,3.8,3.9,3.5,3.2,5.0,2.6,2.2
Appalachian School of Law,Virginia,16.0,3.6,2.8,3.6,3.8,3.9,4.1,4.7,2.4,3.2
University of Sioux Falls,South Dakota,25.0,3.4,3.4,3.6,3.6,2.6,3.2,4.6,2.5,3.0
Marian University,Wisconsin,41.0,3.0,3.1,3.2,3.0,2.5,2.6,4.3,2.2,2.6
Vermont Law School,Vermont,32.0,3.3,2.9,3.2,2.8,2.5,2.7,4.5,3.1,2.8
Lancaster Bible College,Pennsylvania,18.0,3.9,4.1,4.1,3.6,2.4,3.2,4.2,2.1,3.2
University of Maryland - Baltimore,Maryland,21.0,3.4,3.0,3.2,3.5,2.9,2.9,3.1,3.2,3.8
University of North Carolina School of the Arts,North Carolina,21.0,3.0,3.0,3.2,4.0,2.0,3.2,3.4,2.8,3.1
Tidewater Community College,Virginia,182.0,3.8,4.1,4.0,3.7,2.9,3.1,4.2,2.8,3.8
University of West Alabama,Alabama,30.0,3.9,3.3,3.8,3.9,3.7,3.8,4.7,3.4,3.7
William Carey University,Mississippi,34.0,3.5,2.7,3.5,3.1,2.8,3.0,3.6,2.2,2.7
New York College of Health Professions,New York,20.0,3.4,3.9,3.7,3.7,3.0,3.4,4.0,3.4,3.9
Covenant Theological Seminary,Missouri,3.0,4.0,3.7,3.7,3.7,3.0,3.7,4.1,3.0,4.0
California College of the Arts,California,26.0,2.5,2.7,3.0,3.0,1.9,2.3,2.7,2.2,2.4
University of Houston Victoria,Texas,53.0,3.6,3.4,3.8,3.2,2.9,2.9,4.0,2.9,3.7
Dakota Wesleyan University,South Dakota,9.0,3.6,3.2,3.8,3.8,2.4,3.0,4.0,2.2,4.1
Virginia Union University,Virginia,12.0,2.3,2.8,3.3,3.3,3.2,3.3,3.0,2.3,2.3
Lees-McRae College,North Carolina,22.0,3.5,4.4,3.7,3.4,3.0,3.2,4.2,2.0,2.7
University of the Ozarks,Arkansas,29.0,3.8,3.4,3.7,3.8,3.3,3.2,4.3,2.1,3.2
University of Minnesota - Crookston,Minnesota,34.0,3.4,2.7,3.4,3.3,3.0,2.8,4.6,2.5,3.3
DeVry University,Georgia,3.0,5.0,4.3,3.7,4.0,3.0,3.0,4.4,3.0,4.0
Southern University at New Orleans,Louisiana,21.0,2.9,3.7,3.0,3.2,2.8,2.5,3.2,2.4,3.1
Coconino Community College,Arizona,29.0,4.1,4.2,4.1,3.6,2.6,2.7,4.5,2.6,3.7
Fort Valley State University,Georgia,33.0,3.5,2.5,3.5,3.2,3.3,3.4,3.5,3.2,3.0
Arkansas State University Newport,Arkansas,8.0,2.5,3.1,2.8,2.8,2.1,2.3,3.9,1.9,3.3
Lamar Institute of Technology,Texas,22.0,3.7,3.4,3.9,4.0,2.7,3.0,4.3,3.4,3.5
Mercy College,Ohio,35.0,3.1,2.6,3.0,3.2,2.3,2.6,3.1,2.9,3.0
Holy Family University,Pennsylvania,132.0,3.2,3.5,3.2,3.3,3.0,2.7,4.4,2.9,2.9
Florida SouthWestern State College,Florida,72.0,3.9,4.0,4.1,3.4,3.3,3.2,4.3,3.4,3.5
Brooklyn Law School,New York,17.0,4.2,3.4,3.5,3.1,3.8,3.7,4.4,3.2,3.6
Minnesota State University Moorhead,Minnesota,179.0,3.8,3.7,3.9,3.7,3.4,3.4,4.3,2.8,3.3
Northland Community and Technical College,Minnesota,8.0,3.5,2.9,3.5,3.0,3.1,2.8,3.5,3.1,3.3
Southwest Baptist University,Missouri,4.0,3.5,3.3,4.0,3.0,3.3,2.8,4.0,2.5,3.3
University of Connecticut Avery Point,Connecticut,26.0,4.2,4.7,4.1,3.7,2.9,3.2,4.8,3.3,4.2
University of Valley Forge,Pennsylvania,21.0,3.6,3.7,4.1,4.0,3.6,3.7,3.5,2.5,3.7
Faulkner University,Alabama,17.0,3.0,3.3,3.4,3.2,2.9,3.1,4.0,2.9,2.4
Southern Virginia University,Virginia,37.0,3.6,3.2,4.1,3.7,3.4,3.8,4.3,2.7,3.5
Southern West Virginia Community and Technical Col,West Virginia,10.0,2.9,3.4,3.7,2.8,2.2,2.8,3.5,2.6,2.4
Paine College,Georgia,4.0,2.0,2.0,2.5,2.0,1.8,2.5,2.8,2.0,1.3
New York Medical College,New York,7.0,3.1,2.6,3.9,3.6,2.9,2.6,4.0,2.6,4.0
University of Mobile,Alabama,27.0,3.6,3.9,3.9,3.5,2.9,3.6,4.9,2.9,3.1
Peirce College,Pennsylvania,16.0,3.6,3.7,4.1,3.5,2.2,2.9,5.0,2.5,3.8
Tidewater Community College,Virginia,75.0,3.7,3.8,3.9,3.8,3.1,3.2,4.0,2.6,3.4
Troy University,Alabama,1.0,5.0,4.0,2.0,3.0,1.0,1.0,3.0,1.0,4.0
Weill Medical College of Cornell University,New York,1.0,5.0,5.0,2.0,5.0,2.0,2.0,3.0,2.0,4.0
Medical University of South Carolina,South Carolina,4.0,3.8,4.8,4.0,3.5,4.5,4.3,5.0,4.3,4.3
Laguna College of Art and Design,California,28.0,3.3,3.5,3.6,3.3,1.9,2.8,4.2,1.5,3.1
Cleveland Institute of Art,Ohio,19.0,3.5,3.4,3.3,3.8,2.8,3.1,2.5,2.7,3.5
Folsom Lake College,California,111.0,4.3,4.4,4.1,3.5,3.1,2.9,4.5,3.0,3.7
Montserrat College of Art,Massachusetts,24.0,2.8,3.6,3.1,2.9,2.2,2.3,2.6,2.1,2.4
DeVry University,Florida,4.0,3.5,3.8,3.0,3.5,3.5,3.3,3.7,2.8,3.3
University of Arkansas Community College,Arkansas,10.0,3.4,3.7,2.9,2.7,2.0,2.3,4.6,3.2,2.9
University of New Hampshire School of Law,New Hampshire,2.0,4.0,4.0,3.0,2.0,3.5,2.5,1.0,2.5,4.0
Southwestern Law School,California,23.0,3.7,3.3,3.3,2.9,3.3,3.2,2.9,2.9,4.0
Norco College,California,158.0,3.9,3.8,3.9,3.4,3.1,3.0,4.2,3.2,3.6
Blinn College,Texas,5.0,4.0,4.6,4.8,3.2,2.0,2.8,4.0,3.8,3.8
Hope International University,California,13.0,3.0,3.8,3.3,3.3,2.2,2.6,3.9,2.5,3.5
University of Texas Health Science Center,Texas,15.0,2.4,3.7,2.5,2.9,2.1,2.2,3.5,2.5,3.1
New York Law School,New York,18.0,4.3,4.7,3.8,3.2,3.6,3.5,3.7,3.4,4.0
Grambling State University,Louisiana,21.0,3.0,2.8,3.2,3.3,3.2,3.7,2.2,2.8,2.7
Chestnut Hill College,Pennsylvania,38.0,3.3,3.7,3.6,3.5,3.3,3.0,3.5,2.2,2.4
University of Washington,Washington,153.0,3.8,3.8,4.0,3.6,3.3,3.2,3.3,2.9,4.3
"Big Sandy Community & Technical College, Mayo",Kentucky,1.0,4.0,4.0,4.0,3.0,3.0,3.0,4.2,3.0,3.0
Tidewater Community College,Virginia,81.0,4.1,3.9,4.2,3.6,3.3,3.4,3.8,2.9,4.0
University of the Southwest,New Mexico,6.0,3.8,2.8,4.0,4.0,3.2,3.3,4.8,3.8,4.2
University of Texas Health Science Center,Texas,11.0,3.9,3.8,3.2,4.0,3.1,2.9,5.0,2.7,3.7
Bevill State Community College,Alabama,3.0,3.7,3.3,4.3,4.0,2.3,3.0,5.0,3.7,3.7
California State University Channel Islands,California,295.0,3.9,3.7,3.9,3.4,3.0,2.8,4.3,3.4,3.7
University of California Merced,California,278.0,4.0,2.9,3.9,3.9,3.6,3.5,4.3,2.8,3.6
Black River Technical College,Arkansas,4.0,3.0,3.8,4.8,4.0,2.3,2.3,5.0,4.0,2.8
Lourdes University,Ohio,31.0,4.1,4.2,4.1,3.8,3.2,3.5,5.0,3.4,3.2
Baton Rouge Community College,Louisiana,182.0,3.3,3.2,3.3,3.1,2.5,2.5,3.6,2.6,2.9
San Diego Christian College,California,8.0,2.5,2.6,3.3,2.4,2.9,2.9,2.7,2.4,2.6
Defiance College,Ohio,14.0,3.1,2.9,3.9,3.6,3.1,3.0,4.5,2.3,2.1
Tennessee Wesleyan University,Tennessee,16.0,3.6,3.4,3.8,3.7,3.2,3.4,4.5,3.6,2.9
Community College of Rhode Island,Rhode Island,67.0,3.4,4.0,3.8,3.4,2.8,2.7,4.0,3.0,3.2
Cairn University,Pennsylvania,39.0,3.7,4.1,4.2,3.6,3.2,3.4,4.3,2.3,3.3
Harris-Stowe State University,Missouri,7.0,2.7,3.7,2.9,3.0,2.6,2.7,2.3,2.1,2.4
Virginia Military Institute,Virginia,51.0,3.0,2.7,2.9,4.5,3.5,2.7,4.4,1.6,2.5
Wisconsin Lutheran College,Wisconsin,47.0,3.8,3.7,3.7,3.8,2.9,3.0,4.1,2.6,3.0
Wharton School,Pennsylvania,3.0,3.0,3.7,4.0,4.3,3.7,4.0,4.0,3.3,3.7
University of South Florida,Florida,49.0,4.2,4.0,4.2,3.5,3.4,3.3,4.5,3.4,4.2
Southern Baptist Theological Seminary,Kentucky,28.0,4.4,4.7,4.3,4.0,3.0,3.5,4.4,3.6,3.8
Gordon Conwell Theological Seminary,Massachusetts,1.0,5.0,4.0,5.0,3.0,3.0,3.0,4.9,3.0,5.0
St. Johns River State College,Florida,80.0,3.9,4.1,3.7,3.3,2.9,3.1,4.0,3.5,3.6
Mercy College of Health Sciences,Iowa,31.0,2.6,3.3,2.5,2.9,1.7,2.0,3.9,1.5,3.6
Mount Carmel College of Nursing,Ohio,15.0,2.8,2.1,2.3,3.5,1.9,1.9,3.0,2.9,3.5
St. Johns River State College,Florida,60.0,3.5,3.7,3.4,2.8,2.7,2.6,3.6,3.4,3.5
Abraham Lincoln University,California,4.0,3.8,3.8,5.0,4.0,3.0,4.0,4.6,3.5,4.3
Culinary Institute of America,New York,33.0,3.8,3.5,3.7,4.1,3.1,2.9,3.6,4.0,3.1
Alliant International University,California,25.0,2.4,3.4,2.8,3.0,2.5,2.3,3.1,2.5,2.7
Urbana University,Ohio,13.0,3.2,2.8,2.9,3.1,2.7,2.8,5.0,2.4,2.5
North Central Texas College,Texas,82.0,3.3,3.6,3.6,3.3,2.5,2.7,4.3,2.9,3.1
Thomas Jefferson School of Law,California,35.0,4.1,3.9,3.7,3.2,3.7,3.5,3.6,2.9,4.0
Soka University,California,54.0,4.7,3.9,4.3,4.1,4.1,3.7,4.6,4.0,4.4
Conservatory of Recording Arts & Sciences,Arizona,3.0,3.3,3.3,3.7,2.7,3.0,3.7,3.7,2.0,3.3
ATI Career Training Center,Texas,2.0,1.5,2.5,1.0,1.0,1.0,1.0,2.3,2.0,2.5
California Western School of Law,California,21.0,3.0,3.5,3.1,2.9,3.0,3.0,3.6,2.4,3.8
Bevill State Community College,Alabama,3.0,3.3,3.3,3.0,3.3,3.0,3.3,5.0,3.0,1.3
Parker University,Texas,12.0,3.3,1.7,2.3,3.3,3.5,3.1,3.1,2.3,3.1
Wharton County Junior College,Texas,21.0,3.2,3.9,3.6,3.2,2.2,2.4,3.3,2.1,2.9
Florida Atlantic University,Florida,35.0,3.8,4.0,3.7,3.4,3.0,2.7,4.2,3.3,3.9
Talladega College,Alabama,9.0,2.7,2.3,3.3,3.3,2.4,2.4,1.8,2.8,3.0
Paul Smith's College,New York,40.0,2.7,3.5,3.0,2.7,2.4,2.4,2.6,1.7,2.1
University of Oklahoma - Health Sciences Center,Oklahoma,4.0,2.5,2.5,1.5,2.3,3.3,4.0,2.0,2.5,2.5
Claremont School Of Theology,California,2.0,2.0,4.0,5.0,3.5,3.5,4.5,4.2,4.0,3.0
Merritt College,California,57.0,3.9,4.3,4.1,3.7,3.1,3.1,4.5,3.3,3.8
Bethel University,Tennessee,26.0,3.7,3.1,3.9,3.5,2.8,3.5,3.8,2.8,3.4
Medical College of Wisconsin,Wisconsin,4.0,2.0,2.8,2.3,3.0,1.3,2.0,2.7,2.8,3.5
Ohio Center for Broadcasting,Ohio,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.9,1.0,1.0
Dominican School of Philosophy,California,1.0,3.0,3.0,3.0,2.0,4.0,4.0,2.0,3.0,3.0
Point University,Georgia,21.0,2.7,2.1,3.0,3.0,1.9,2.9,3.0,2.3,3.5
Oakland City University,Indiana,7.0,3.7,3.6,4.0,3.9,3.9,4.0,4.0,4.0,4.1
University of Connecticut,Connecticut,33.0,3.8,3.2,3.7,3.2,2.5,3.2,4.2,2.5,4.1
Albany Medical College,New York,3.0,3.7,3.3,3.7,3.7,3.3,4.0,4.0,4.0,4.3
Great Basin College,Nevada,30.0,3.4,3.0,3.6,3.0,2.3,2.4,3.6,2.6,3.6
State College of Florida Manatee-Sarasota,Florida,54.0,4.2,3.9,4.1,3.4,3.4,3.1,4.8,3.4,4.0
Cleary University,Michigan,9.0,3.4,3.2,3.1,2.8,2.4,2.8,4.2,2.8,3.3
Fuller Theological Seminary,California,9.0,3.8,3.7,3.9,3.4,3.2,3.1,3.7,3.3,3.2
Wilmington University,Delaware,20.0,3.6,3.6,3.4,3.1,2.6,2.6,3.4,3.1,3.1
Davenport University,Michigan,5.0,3.6,4.2,4.2,3.8,3.6,3.2,5.0,2.2,4.6
Southcentral Kentucky Community and Technical College,Kentucky,29.0,3.8,4.0,3.7,3.5,3.3,2.8,4.6,2.0,3.1
Bevill State Community College,Alabama,4.0,3.5,3.8,4.0,3.5,2.8,3.3,4.5,3.0,4.0
King's College,North Carolina,1.0,4.0,4.0,1.0,3.0,1.0,1.0,3.2,5.0,1.0
VanderCook College of Music,Illinois,2.0,3.5,5.0,3.0,5.0,3.0,3.0,2.0,3.0,3.5
Woodland Community College,California,48.0,3.4,3.6,3.5,2.9,2.4,2.3,4.1,1.8,2.9
Mohave Community College,Arizona,9.0,3.2,3.7,3.2,2.7,2.1,1.9,3.5,2.7,3.4
Trinity Baptist College,Florida,3.0,4.7,3.7,4.0,3.3,3.0,2.3,4.0,3.0,3.0
Florida Atlantic University,Florida,15.0,4.2,4.3,4.4,4.1,2.9,3.3,4.7,2.9,4.2
Pacific Oaks College,California,6.0,4.3,4.7,4.8,4.2,2.7,3.5,5.0,2.3,4.3
Northpoint Bible College,Massachusetts,7.0,4.3,4.3,4.1,4.0,3.0,3.7,4.4,3.0,2.7
Cox College,Missouri,13.0,2.2,2.1,2.2,2.6,1.5,1.8,2.3,2.2,3.5
Manhattan Christian College,Kansas,10.0,2.4,4.5,3.7,2.8,2.6,3.2,1.5,1.9,1.4
Ottawa University,Wisconsin,3.0,4.0,4.0,5.0,3.0,2.0,2.3,4.8,2.7,5.0
University of Connecticut,Connecticut,57.0,3.2,3.5,3.4,3.3,2.7,2.8,4.2,2.4,3.8
Ursuline College,Ohio,29.0,3.3,3.7,3.5,3.6,2.8,2.8,4.3,3.1,3.0
Northwestern Technical College,Georgia,2.0,2.0,2.5,4.5,3.0,2.0,2.0,4.0,1.5,3.0
LIM College,New York,40.0,3.9,4.4,4.0,4.4,3.8,3.9,4.1,3.1,3.5
Savannah College of Art and Design,Georgia,79.0,3.9,4.1,3.9,4.0,3.0,3.1,4.1,2.7,3.7
Mount Aloysius College,Pennsylvania,50.0,3.1,2.4,2.9,3.0,2.6,2.5,4.3,2.2,2.3
Brewton-Parker College,Georgia,6.0,3.3,2.0,4.0,3.5,2.3,3.0,5.0,3.0,3.3
Des Moines Area Community College,Iowa,13.0,4.0,4.0,4.5,3.8,3.4,3.5,4.9,3.1,3.9
MGH Institute of Health Professions,Massachusetts,7.0,2.3,3.3,1.7,2.4,1.3,1.9,3.3,1.9,3.3
Southern Union State Community College,Alabama,84.0,2.9,3.3,3.2,2.9,2.0,2.3,4.3,2.7,3.0
Union Theological Seminary,New York,2.0,4.5,5.0,4.5,4.0,4.0,4.5,5.0,2.5,3.5
San Jacinto College South,Texas,173.0,3.7,3.9,4.1,3.7,3.4,3.3,4.4,3.3,3.8
Baptist College of Health Sciences,Mississippi,32.0,3.3,2.5,3.1,3.2,2.4,2.6,3.9,2.5,3.7
Florida Memorial University,Florida,20.0,3.8,3.4,3.6,3.2,3.2,3.6,3.0,3.0,3.5
Schiller International University,Florida,4.0,3.8,4.0,4.0,4.0,3.3,3.3,1.0,2.5,3.8
Paul Quinn College,Texas,6.0,2.8,3.3,3.0,3.7,2.8,3.3,3.8,2.5,2.5
CUNY Graduate Center,New York,10.0,2.1,3.4,1.9,2.0,1.6,1.4,1.8,1.7,2.3
Wallace Community College,Alabama,36.0,4.0,4.0,4.3,3.8,3.3,3.2,4.5,3.0,3.8
University of Massachusetts Medical School,Massachusetts,1.0,4.0,4.0,4.0,5.0,4.0,3.0,4.0,3.0,3.0
Lebanon College,New Hampshire,1.0,3.0,4.0,3.0,4.0,2.0,3.0,3.0,2.0,2.0
Central State University,Ohio,27.0,3.0,2.7,3.3,3.4,3.4,3.4,2.9,3.1,2.9
Philadelphia College of Osteopathic Medicine,Pennsylvania,2.0,4.0,3.0,5.0,4.0,3.5,3.0,4.5,3.0,3.0
